ID	text	IsBiased	Coarse-Grained	Fine-Grained
0029_1002	經過嚴格的血液生物安全性檢測，病毒滅活，抗病毒活性檢測等，已成功制備出用於臨床治療的特免血漿，在中國生物武漢生物制品研究所、國藥集團武漢血液制品有限公司、武漢市江夏區第一人民醫院、武漢血液中心、中科院武漢病毒研究所、中國食品藥品檢定研究院的緊密合作下，投入臨床救治重症患者。	1	1,0	0,0,0,2,0,0,0
0029_1003	2月8日，以新型冠狀病毒感染的肺炎診療方案(試行第五版)為指南，首期在江夏區第一人民醫院開展了3名危重患者的新冠特免血漿治療，目前連同後續醫院治療的危重病人超過了10人。	0	0,0	0,0,0,0,0,0,0
0029_1004	臨床反映，患者接受治療12至24小時後，實驗室檢測主要炎症指標明顯下降，淋巴細胞比例上升，血氧飽和度、病毒載量等重點指標全面向好，臨床體征和症狀明顯好轉。	1	1,0	2,0,0,0,0,0,0
0029_1005	新冠特免血漿制品是由康復者捐獻的含高效價新冠病毒特異性抗體的血漿，經過病毒滅活處理，並對抗新冠病毒中和抗體、多重病原微生物檢測後制備而成，用於新冠肺炎危重患者的治療。	0	0,0	0,0,0,0,0,0,0
0029_1006	從臨床病理發生過程看，大部分新冠肺炎患者經過治療康復後，身體內會產生針對新冠病毒的特異性抗體，可殺滅和清除病毒。	0	0,0	0,0,0,0,0,0,0
0029_1007	目前在缺乏疫苗和特效治療藥物的前提下，采用這種特免血漿制品治療新冠病毒感染是最為有效的方法，可大幅降低危重患者病死率。	0	0,0	0,0,0,0,0,0,0
0029_2000	新冠肺炎康復者血漿含特異性抗體 治療11危重患者效果顯著	1	1,0	0,0,0,1,0,0,0
0029_2001	由新型冠狀病毒引起的新冠肺炎（COVID-19）疫情持續，中國醫藥集團公司「中國生物」週四（13日）表示，實驗證明康復者的血漿有高效價病毒中和抗體，能夠有效殺死新型冠狀病毒，用特免血漿臨床治療11宗危重病例效果顯著；武漢市金銀潭醫院院長張定宇同日在新聞發佈會上，呼籲康復者捐獻血漿，拯救其他病人。	0	0,0	0,0,0,0,0,0,0
0029_2002	中國生物稱，新冠特免血漿製品是由康復者捐獻的含高效價新冠病毒特異性抗體的血漿，經過病毒滅活處理，並對抗新冠病毒中和抗體、多重病原微生物檢測後製備而成。	0	0,0	0,0,0,0,0,0,0
0029_2003	上週六（8日），以新型冠狀病毒感染的新冠肺炎診療方案（試行第五版）為指南，首期在江夏區第一人民醫院開展了3名危重患者的新冠特免血漿治療，現連同後續醫院治療的危重病人超過10人。	0	0,0	0,0,0,0,0,0,0
0029_2004	臨床反映，患者接受治療12至24小時後，實驗室檢測主要炎症指標明顯下降，淋巴細胞比例上升，血氧飽和度、病毒載量等重點指標全面好轉，臨床體徵和症狀明顯好轉。	0	0,0	0,0,0,0,0,0,0
0029_2005	專家指出，從臨床病理發生過程來看，大部分患者經過治療康復後，身體會產生針對新冠病毒的特異性抗體，可殺滅和清除病毒，在缺乏疫苗和特效治療藥物下，採用這種特免血漿製品治療新冠肺炎是最有效的方法，可大幅降低危重患者的病死率。	1	1,1	2,0,0,1,2,0,0
0029_2006	中國生物呼籲康復者捐獻血漿，捐獻者條件包括年齡介乎18至60歲，曾感染新冠肺炎，出院後身體狀況較好，而在捐獻前一日的飲食要盡量避免高脂肪、高蛋白、高澱粉食物；此外，女性月經期內不能捐獻血漿，且間隔14日後才可以再次捐獻。	0	0,0	0,0,0,0,0,0,0
0029_2007	武漢市金銀潭醫院院長張定宇亦謂，康復的患者體內含有大量的綜合抗體，能對抗病毒，懇請康復者積極去其醫院捐獻血漿，共同拯救其他病人。	1	0,1	0,0,0,0,2,0,0
0029_2008	他說，金銀潭醫院正在開展康復病人恢復期血漿的輸注，現已顯示出初步效果。	1	0,1	0,0,0,0,2,0,0
0029_2009	中央指導組醫療救治組專家、北京朝陽醫院副院長童朝暉表示，恢復性血漿的治療，目前已顯現出一些好的苗頭，正在做進一步的觀察。	1	0,1	0,0,0,0,2,0,0
0029_3000	中稱「痊癒者血漿」有療效...痊癒者現身捐血	0	0,0	0,0,0,0,0,0,0
0029_3001	從今日開始於「湖北省人民醫院愛心捐血屋」舉行的「公開募血活動」，才第一天，就出現首名武漢肺炎痊癒患者獨自前去捐血。	1	1,0	0,2,0,2,0,0,0
0029_3002	繼中國武漢金銀潭醫院院長11日提出「痊癒者血漿」有療效且呼籲痊癒者回院捐血後，中國官方也在昨（13）日聲稱，「新冠病毒特異性免疫球血漿製品」已成功讓武漢肺炎（新冠肺炎）重症患好轉，而從今（14）日已分別有首位武漢肺炎痊癒者前往不同捐血地點捐血。	0	0,0	0,0,0,0,0,0,0
0029_3003	武漢金銀潭醫院院長張定宇11日指出，針對「康復病人恢復期血漿」的研究已經有初步成效，並呼籲痊癒者回到醫院捐血、協助病重的患者，同日，中國國務院國有資產監督管理委員會也發布通告，稱「新冠病毒特異性免疫球血漿製品」已成功讓武漢肺炎重症患好轉。	1	0,1	0,0,0,0,1,0,0
0029_3004	提出「新冠肺炎血漿療法」的劉本德醫生表示，接受臨床試驗的重症患者隔日便明顯好轉、恢復食慾， 但也指出，雖目前發現「恢復期血漿治療」有一定療效，但仍存在風險，尚無法大規模使用。	1	0,1	0,0,0,0,2,1,0
0029_3005	報導也提到，從今日開始於「湖北省人民醫院愛心捐血屋」舉行的「公開募血活動」，才第一天，就出現首名武漢肺炎痊癒患者獨自前去捐血，但該名男子全程一語不發，只與現場醫護人員交談；而武漢市金銀潭醫院今日也出現一名痊癒女病患前去捐血。	1	1,1	1,0,0,2,0,0,1
0029_3006	該名男子全程一語不發，只與現場醫護人員交談。	1	1,1	1,0,0,2,0,0,1
0029_3007	武漢市金銀潭醫院今日也出現一名痊癒女病患前去捐血。	0	0,0	0,0,0,0,0,0,0
0030_1000	中國官方稱血漿療法奏效 地方出價鼓勵捐贈	0	0,0	0,0,0,0,0,0,0
0030_1001	中國國務院聯防聯控機制昨天宣稱，為新冠肺炎重症患者注射康復者血漿有顯著療效，各地隨即出現呼籲捐贈血漿聲浪。	1	1,0	2,0,0,0,0,0,0
0030_1002	重慶紅十字會今天更提出，提供每名捐贈者約新台幣1.3萬元的救助金。	0	0,0	0,0,0,0,0,0,0
0030_1003	中國國家衛生健康委員會醫政醫管局監察專員郭燕紅17日在國務院聯防聯控機制記者會上表示，康復者恢復期血漿治療對重症、危重症患者已顯出較好療效。	0	0,0	0,0,0,0,0,0,0
0030_1004	官方診療方案第5版已將這種療法納入，即將修訂出版的第6版方案將細化相關內容。	0	0,0	0,0,0,0,0,0,0
0030_1005	中國科技部生物中心副主任孫燕榮則在記者會上呼籲發起「千人獻漿救千人」行動。	1	1,0	0,0,0,2,0,0,0
0030_1006	在北京中央公布上述內容後，各地方隨即呼應，鼓勵捐贈血漿的聲浪不斷。	1	1,0	3,0,0,0,0,0,0
0030_1007	透過中國社群平台新浪微博搜尋即可發現，自17日起，湖北、江蘇、山東、陝西、湖南、四川、海南、安徽等地均傳出康復者捐贈血漿的新聞。	0	0,0	0,0,0,0,0,0,0
0030_1008	重慶市紅十字會透過中國紅十字基金會發起的聯合愛心捐贈人，將為重慶「抗疫」血漿捐獻志願者每人頒發致敬狀，並提供人民幣3000元（約新台幣1.3萬元）人道救助金。	0	0,0	0,0,0,0,0,0,0
0030_1009	報導稱，當地已有2名康復血漿捐獻志願者受惠。	0	0,0	0,0,0,0,0,0,0
0030_1010	COVID-19（2019冠狀病毒疾病，俗稱新冠肺炎）迄今未開發出有效的治療藥物。	1	0,1	0,0,0,0,1,0,0
0030_1011	武漢金銀潭醫院院長張定宇13日在湖北省疫情防控工作新聞發布會表示，康復患者體內有大量的綜合抗體對抗病毒，醫院正在開展康復病人恢復期血漿的輸入，目前已顯示出初步效果。	1	0,1	0,0,0,0,1,0,0
0030_1012	不過，仍有不少中國專家與疫苗業者警告，這種療法雖然原理上可行，值得探索，但存在人體排斥等風險，是「沒有辦法的辦法」，此時宣稱具有療效還太早。	1	1,1	0,0,1,2,2,1,0
0030_1013	新京報日前便引述北京宣武醫院血液科主任蘇力表示，別人的抗體進入自身後，並不會一直存活，而且「自身免疫系統是否會產生對抗外來抗體的抗體等，還有很多複雜的問題需要實驗證明」。	1	0,1	0,0,0,0,2,0,0
0030_2000	籲康復者捐血漿  重慶紅十字祭「人道救助獎金」	1	1,0	0,0,0,2,0,0,0
0030_2001	中國重慶市首批捐獻者之一的王同學由專業人員採集血漿情況。	0	0,0	0,0,0,0,0,0,0
0030_2002	針對中國武漢新型冠狀病毒肺炎（COVID-19，下稱武漢肺炎）治療，中國相關單位日前宣稱武漢肺炎康復者血漿有助治療疾病，今日該國中央更宣稱製備的康復者血漿已用於10名重症病人臨床治療；重慶市今也宣布跟進中央新的治療方式，而該市紅十字會更表示將對重慶「『抗疫』血漿捐獻志願者」頒3000元人民幣（約12000元新台幣）的「人道救助獎金」，以茲褒揚。	1	1,0	0,2,0,2,0,0,0
0030_2003	重慶市政府今舉辦疫情記者會，據該市衛健委指出，根據中國中央武漢肺炎最新診療方案，重慶市印發「重慶市關於開展新冠肺炎康復者恢復期血漿採集工作的通知」，指出將以康復者恢復期血漿用於重症、危重症患者的臨床治療，同時指定萬州、涪陵等區的捐血站為重慶市血漿採集聚點。	1	1,0	0,1,0,0,0,0,0
0030_2004	對此，重慶市紅十字會也呼籲武漢肺炎康復者加入這項「千人獻漿救千人」的活動；該會表示，在中國紅十字基金會爭取、聯絡下，將為重慶市捐獻血漿者頒發感謝狀與3000元人民幣，以此褒揚捐獻者「以博愛奉出血漿」的貢獻。	1	1,0	0,1,0,4,0,0,0
0030_2005	據中媒指出，該公益行動已成功「幫助」2名捐獻者。	0	0,0	0,0,0,0,0,0,0
0030_2006	該市衛健委呼籲，符合「解除隔離和出院標準」、年齡介於18到55歲之間、「無經血傳播疾病」的康復者來捐獻愛心；該單位表示，目前有15名康復者有捐獻意願，經通知、同意和醫師評估等流程後，已採集2名康復者各400毫升血漿；採集血漿將交由該市血液中心進行製備和檢驗。	0	0,0	0,0,0,0,0,0,0
0030_2007	這批捐獻血漿將備製成「100毫升和200毫升血漿」，經常規檢測和核酸檢測後，將根據臨床需求發放。	0	0,0	0,0,0,0,0,0,0
0030_2008	重慶市血液中心主任何濤表示，康復者血漿中按過往經驗會有「特異性抗體」，將對危重症患者治療產生幫助。	1	0,1	0,0,0,0,1,2,0
0030_3000	北京首例新冠肺炎痊癒者成功捐獻血漿	0	0,0	0,0,0,0,0,0,0
0030_3001	經過北京市豐台中西醫結合醫院醫護人員精心治療，3名新冠肺炎確診患者符合出院標準於18日出院。	1	1,1	0,0,0,2,1,0,0
0030_3002	其中，1名女性治癒者剛走出隔離病房，就上了醫院裡的獻血車，捐獻了200毫升血漿，成為北京市首例成功捐獻血漿的新冠肺炎痊癒患者。	1	0,1	0,0,0,0,1,0,0
0030_3003	她表示，“只要能幫助更多患者早日康復，我願意捐我的血來治療更多的患者。”	1	1,1	0,0,0,2,2,0,0
0030_3004	在治療期間，3名治癒者通過新聞報道瞭解到治癒者的血漿對新冠肺炎患者有一定的治療效果，他們向醫護人員表示，希望盡自己的一點心意，願意捐獻血漿來治癒更多患者。	1	0,1	0,0,0,0,2,0,0
0030_3005	為此，豐台區衛健委和中西醫結合醫院緊急聯繫北京市衛健委和市紅十字血液中心，在患者出院當天帶著採血車來到醫院，提供上門服務，第一時間為出院患者進行血液檢測，符合捐獻標準的這名女患者成為北京市首例成功捐獻血漿的新冠肺炎痊癒患者。	1	1,1	2,0,0,0,1,0,0
0030_3006	另外兩名治癒出院的患者，也主動表示願意成為新冠肺炎捐獻血漿的志願者。	1	1,0	0,0,0,2,0,0,0
0030_3007	此次豐台區首批痊癒出院的3位患者中，1名男性、2名女性，年齡最小的32歲、最大的47歲，均曾有湖北居住史，分別於1月31日至2月4日進入豐台中西醫結合醫院隔離病房接受治療。	0	0,0	0,0,0,0,0,0,0
0030_3008	據豐台區衛健委工作人員介紹，患者出院後，居住地社區衛生服務中心將和社區居委會密切配合，做好隨訪觀察和生活照護，並積極發揮豐台“智慧家醫”模式的優勢，為患者及家庭及時推送疫情防控最新動態及防護常識等提示信息，持續做好後續健康管理服務。	0	0,0	0,0,0,0,0,0,0
0030_3009	治療期間，豐台中西醫結合醫院嚴格按照國家新冠肺炎診療方案（第五版），積極落實中西醫結合治療原則，為全部住院患者提供中醫藥和中醫適宜技術的治療。	1	0,1	0,0,0,0,0,1,0
0030_3010	同時，醫護人員注重與患者的良好溝通，精心照顧，幫助患者建立戰勝疾病的信心。	1	1,1	0,0,0,3,0,1,0
0030_3011	此外，該院在疫情期間專門設立了“關愛延伸病房”，使一些確診患者家庭中無人照顧的、有基礎病的老人，在患者治療期間得到全面的醫療服務，將關愛延伸到他們的身邊。	1	1,1	0,0,0,2,0,1,0
0031_1000	韓確診破百宗殺入社區　首現死亡個案 「毒后」1傳43　大邱淪陷	1	1,0	5,2,0,0,0,0,0
0031_1001	官稱國內傳染「十分嚴重」	1	1,0	1,0,0,0,0,0,0
0031_1002	南韓的新型冠狀病毒肺炎疫情擴大，確診宗數昨日激增53宗，全國累積達104宗，更出現首宗死亡個案；當中至少43宗個案都跟大邱市61歲女「超級傳播者」有關。	1	1,0	0,2,0,0,0,0,0
0031_1003	當局指疫情已進入社區傳播階段，呼籲大邱市250萬居民盡量不要外出。	0	0,0	0,0,0,0,0,0,0
0031_1004	南韓近日確診個案暴升，昨日再多53宗，其中51宗在大邱市和慶尚北道、兩宗在首爾。	1	1,0	1,0,0,0,0,0,0
0031_1005	全國累計104宗，是撇除「鑽石公主號」郵輪中國以外最多確診個案的國家，大邱市、慶尚北道有70宗佔最多，與「超級傳播者」同為新天地耶穌教會教友的確診病例高達43例。	1	1,0	0,2,0,0,0,0,0
0031_1006	新天地耶穌教會1984年由李萬熙創立，他聲稱耶穌基督出現在他面前，好像「身上閃耀神聖光芒的聖人」。	1	1,1	1,1,0,0,1,0,0
0031_1007	南韓媒體指他是假先知、新天地教會是宗教異端。	1	1,0	0,2,0,1,0,0,0
0031_1008	該教會在全國有20萬信徒，在大邱市分部就有約1,000名信徒；除了已確診者，該教會還有數十人出現新型冠狀病毒肺炎病徵。	0	0,0	0,0,0,0,0,0,0
0031_1009	教會聚會時，教友都緊密地坐在地上，增加病毒傳播風險。	0	0,0	0,0,0,0,0,0,0
0031_1010	至於當地首宗新型冠狀病毒肺炎死者，是慶尚北道清道郡大南醫院的63歲男病人，住院20多年，前日死於肺炎，衞生部門在他死後為他進行新型冠狀病毒檢測，結果呈陽性反應。	0	0,0	0,0,0,0,0,0,0
0031_1011	大南醫院內的是精神科封閉病房，約有100多名病人，至今共有15宗確診，中央防疫對策本部正對醫院所有病人和職員進行檢測。	0	0,0	0,0,0,0,0,0,0
0031_1012	當局正調查該醫院的病例跟大邱市「超級傳播者」是否有關，因為該婦人在確診前，於本月初到過清道郡。	1	1,0	0,2,0,0,0,0,0
0031_1013	該名「超級傳播者」是南韓第31號患者，最近無出國旅行紀錄，上周一開始發燒，但兩度拒絕接受新型冠狀病毒測試，直至周二才肯接受檢測確診。	1	1,0	0,2,0,0,0,0,0
0031_1014	中央防疫對策本部副本部長金剛立形容，疫情在國內的傳染情況「十分嚴重」，已進入社區傳播階段。	1	1,1	1,0,0,0,2,0,0
0031_1015	青瓦台指，總統文在寅承諾中央政府會為大邱提供所需援助抗疫。	1	0,1	0,0,0,0,2,0,0
0031_1016	世界衞生組織發言人指正跟南韓方面保持密切聯繫，又指南韓官方以「超級擴散事件」來形容大邱市疫情。	1	1,1	1,1,0,0,2,0,0
0031_1017	南韓決定將檢測病毒人士範圍進一步擴大。	0	0,0	0,0,0,0,0,0,0
0031_1018	之前醫生可根據患者有否到過相關疫情國、是否出現發燒、咳嗽等疑似症狀來決定是否檢測，新指引將疑似患者的範圍擴大為到訪過中國、港澳地區人士的經常接觸者中，有發燒或呼吸道疾病症狀者、與到訪疫情國後14天內出現發燒或呼吸道疾病症狀者接觸後出現相同症狀者、不需要住院治療但原因不明的輕度肺炎患者。	0	0,0	0,0,0,0,0,0,0
0031_1019	另外，今後即使沒有症狀，醫務人員、看護、確診者同居者及流行病學調查官認為需要檢測的人員，都須在隔離第13天時接受病毒檢測，只有檢測結果呈陰性才可解除隔離。	0	0,0	0,0,0,0,0,0,0
0031_1020	其他國家疫情方面，伊朗庫姆市繼前日兩宗死亡個案，昨日再多三宗確診，全是該市的本地人，未有跟中國人接觸，感染源待查。	0	0,0	0,0,0,0,0,0,0
0031_2000	韓暴增百人確診 大邱嚴重感染 累計204確診2死	1	1,0	3,0,0,0,0,0,0
0031_2001	南韓新冠肺炎確診者廿一日暴增一百人，且新增一例死亡，累計共兩百零四例確診、兩人死亡，大邱市成為嚴重感染區。	1	1,0	2,0,0,0,0,0,0
0031_2002	南韓政府已指定大邱市和慶尚北道清道郡為傳染病特別管理地區，首都首爾禁止廣場大型集會，青瓦台也暫停開放參觀。	0	0,0	0,0,0,0,0,0,0
0031_2003	第二名死者是五十四歲女性，在慶尚北道清道郡大南醫院住院時確診，之後轉送釜山大學醫院，廿一日不治。	0	0,0	0,0,0,0,0,0,0
0031_2004	新天地大邱教會是主要社區感染源，南韓中央防疫對策本部表示，一百五十三名病例位於大邱及慶尚北道，一百四十四人染病和該教會有關。	0	0,0	0,0,0,0,0,0,0
0031_2005	南韓中央對策本部部長、保健福祉部長朴凌厚廿一日指出，新冠肺炎疫情尚未出現全境擴散跡象，預警級別仍維持「警戒」。	1	0,1	0,0,0,0,1,0,0
0031_2006	南韓總理丁世均表示，政府將在大邱及慶尚北道地區採取特別防疫措施，全面提供病床和醫療人力及物資支援。	1	0,1	0,0,0,0,2,0,0
0031_2007	他表示，國內累計的確診病例已破百，部分地區甚至出現社區感染，今後防疫重點將由防止病毒從國外流入境內，轉為防治國內社區傳染。	1	0,1	0,0,0,0,2,0,0
0031_2008	首爾市長朴元淳宣布，即日起光化門廣場、首爾廣場、清溪廣場等地禁辦大型集會活動，長者福利設施暫停開放，市內新天地教會也關閉消毒。	1	0,1	0,0,0,0,2,0,0
0031_2009	一名在濟州島海軍部隊服役的士兵自大邱結束休假回營後確診，被稱作南韓軍事心臟的忠清南道有一名來自大邱的空軍將領確診，加上數名陸軍感染，南韓三軍全部淪陷。	1	1,1	2,0,0,0,1,0,0
0031_2010	南韓國防部宣布，為防止疫情擴散，除特殊情況外，即日起限制官兵休假、外出、外宿和探親，並全面追蹤本月十日之後休假期間曾到大邱和慶尚北道的官兵。	1	0,1	0,0,0,0,1,0,0
0031_2011	駐韓美軍大邱基地和營區內的學校、兒童開發中心、兒童保育設施活動已暫時關閉，並禁止非必需任務和公務目的訪客出入。	0	0,0	0,0,0,0,0,0,0
0031_3000	一夕之間變為感染重災區  大邱市民人心惶惶	1	1,0	0,0,0,3,0,0,0
0031_3001	南韓全國累計82例確診，光是慶尚北道和大邱市就佔了一半以上，大邱市瀰漫緊張情緒。	1	1,0	0,0,0,1,0,0,0
0031_3002	南韓近日爆發社區感染，尤其慶尚北道和大邱市疫情突然爆發，累計確診已達到48例，全國累計82例確診，光是慶尚北道和大邱市就佔了一半以上，在疫情爆發後，大邱市民眾也顯得人心惶惶，各式口罩及酒精、消毒液都被搶購一空。	1	1,0	1,0,0,3,0,0,0
0031_3003	在大邱市出現確診病例前，首爾地區已有多起確診病例，當時大邱街道上的行人只有2到3成戴罩，但在昨日一夕爆增多起肺炎確診病例後，大邱市有9成行人都戴起口罩。	1	1,0	1,0,0,0,0,0,0
0031_3004	在爆發疫情的大邱市南區大明洞新天地大邱教會附近，有部分居民表示，因為害怕經過大邱教會附近，走路時會故意繞遠，並強調：「害怕得都不敢到附近去轉，一次性出來這麽多確診，政府和大邱市政府難道不應該采取強制措施嗎？」	1	1,1	0,0,0,1,1,0,0
0031_3005	另外，出現確診患者或患者就診過的醫院都採取了出入管制，慶北大學醫院在18日晚間11點封鎖急診中心，啓明大學東山醫院也在得到一名疑似確診患者曾到過院內急診室的消息後，暫停接收新的急診患者。	0	0,0	0,0,0,0,0,0,0
0031_3006	鄰近大邱、慶尚北道地區的釜山、慶尚南道地區，近日也瀰漫關於疫情爆發的不安情緒，各級政府機關及企業都開始提高警戒，執行防疫措施。	1	1,0	0,0,0,2,0,0,0
0032_1000	新增5確診個案！兩患者曾到福慧精舍 居北角及紅山半島	0	0,0	0,0,0,0,0,0,0
0032_1001	衞生署衞生防護中心傳染病處主任張竹君表示，對上24小時新增5名確診個案及2宗初步確診個案。	0	0,0	0,0,0,0,0,0,0
0032_1002	確診患者包括一名35歲男商人，會駕車來往中港，他在元朗Grand YOHO第3座，月初曾駕車到深圳住所，上周三發燒及咳，曾搭的士到博愛醫院，深喉樣本化驗呈陽性。	0	0,0	0,0,0,0,0,0,0
0032_1003	另有兩宗與福慧精舍佛堂有關，其中一名57歲女子住在紅山半島一期，她於本月8日起發病，13日及16日到過養和醫院門診求醫，並曾住院一兩晚，昨日（23日）再到養和醫院求診，獲安排轉介到律敦治醫院。	0	0,0	0,0,0,0,0,0,0
0032_1004	她在上月26至31日去過日本大阪，上月25日及本月1至6日曾到過佛堂。	0	0,0	0,0,0,0,0,0,0
0032_1005	另一名與佛堂有關的確診病人則是一名68歲女子，她本月19日起咳嗽，前晚知道佛堂出現確診病例後，昨向私家醫生求醫，再獲轉介到瑪麗醫院留醫。	0	0,0	0,0,0,0,0,0,0
0032_1006	她於本月1日至6日，及8日到過佛堂，其餘時間留在北角麗宮大廈的住所及到過春秧街街市。	0	0,0	0,0,0,0,0,0,0
0032_1007	據了解，女患者住麗宮大廈中層E室，與丈夫、女兒、小狗同住，街坊指其夫正在收拾細軟準備去隔離。	0	0,0	0,0,0,0,0,0,0
0032_1008	同大廈的商戶及住戶非常緊張，保安員則在每個街坊出電梯後噴酒精消毒。	1	1,0	2,0,0,0,0,0,0
0032_1009	據指女兒外出未知行蹤。	0	0,0	0,0,0,0,0,0,0
0032_1010	張竹君指，接獲130位人士致電防護中心，表示曾到赴佛堂，當中有7人感到不適已被送院，其中1人為確診的第77宗個案（68歲女子）。	0	0,0	0,0,0,0,0,0,0
0032_1011	中心暫時介定16人為密切接觸者，均為14天內曾赴佛堂人士，現已安排檢疫，另有107位市民需接受醫學監測。	0	0,0	0,0,0,0,0,0,0
0032_1012	張竹君表示，中心昨日已找到佛堂的師父，暫未有病徵，已被送入檢疫中心。	0	0,0	0,0,0,0,0,0,0
0032_1013	據她所稱，佛堂每逢初一、十五都會派飯予信眾，會上香、求籤、集體祈禱後，聚集在房間內用膳。	0	0,0	0,0,0,0,0,0,0
0032_1014	她估計，活動逗留時期長，吃飯期間信眾應會除下口罩，屬密切接觸，帶菌者有機會傳染他人。	0	0,0	0,0,0,0,0,0,0
0032_1015	被問到佛堂追蹤工作僅靠市民「自投羅網」，隱形病人可能潛伏社區，張表示追蹤工作困難，因佛堂沒有登記冊，信眾亦未必相識，承認如相關人士不主動申報，會有社區爆發風險，再次呼籲到過佛堂人士致電衞生署熱線。	1	1,0	0,3,0,0,0,0,0
0032_1016	據悉，68歲女患者家中還與一個外傭同住。	0	0,0	0,0,0,0,0,0,0
0032_1017	於傍晚時間，有一名女子剛回家，未知是否住戶女兒。	0	0,0	0,0,0,0,0,0,0
0032_1018	患者已退休丈夫應門時則指，太太初一、十五都會去佛堂，但昨日初一已沒有去佛堂，衞生署今日較早前來電表示，他們一家要準備隔離，稍後會有人接他們去隔離營，但未知去哪裏，至於小狗則安排親友暫時接走。	0	0,0	0,0,0,0,0,0,0
0032_1019	同層的鄰居形容「唔擔心得咁多」，認為最緊要「做好自己」，假如情況變極端也未考慮會搬走，他又表示入屋前先用消毒噴霧噴勻全身及鞋底才入屋。	1	1,1	0,0,2,1,2,0,0
0032_1020	另一名住戶程小姐獨居於麗宮大廈，她坦言對有住戶確診感到擔心，大廈有不少劏房，怕病毒在大廈傳播，惟有自己加強清潔，她今日便多買兩支洗手液備存。	1	0,1	0,0,0,0,2,0,0
0032_1021	麗宮大廈還有多個商戶，地下商戶有錶行、洗衣工場等，低層有至少三間護老院、7樓亦有一家真佛宗香港高真堂、高層低層各有同鄉會組織。	0	0,0	0,0,0,0,0,0,0
0032_1022	看更指大廈內還有其他佛堂，疫情爆發後有兩間都已經關門，另一間是伊斯蘭教之類的團體，本身沒有多少人出入。	0	0,0	0,0,0,0,0,0,0
0032_1023	被問到是否有需要隔離北角美輪大廈所有住客，張竹君指會和相關部門研究，但估計佛堂染病個案與大廈結構和環境無關，全部均因聚集引起，是明顯的流行病學特徵，亦未有轉介警方使用超級電腦追蹤。	0	0,0	0,0,0,0,0,0,0
0032_1024	而其餘2宗醫管局呈報確診個案，她們均是由鑽石公主號郵輪回港的個案，分別是59歲女士和58歲女士，其中59歲女士入院後，今日（24日）有發燒及頭痛症狀。	0	0,0	0,0,0,0,0,0,0
0032_1025	張竹君表示，早前確診的第71號個案乘搭第一架包機返港，而今日新增確診的58歲及59歲女乘客，則來自第二架包機。	0	0,0	0,0,0,0,0,0,0
0032_1026	她指，港大已應衞生署要求，陸續替所有回港的郵輪乘客做病毒測試，部份人今晚會有檢測結果。	0	0,0	0,0,0,0,0,0,0
0032_1027	另有兩名鑽石公主號乘客仍初步確診，需要再覆核結果。	0	0,0	0,0,0,0,0,0,0
0032_1028	公共醫療醫生協會：醫管局特別津貼有助保持員工士氣	1	0,1	0,0,0,0,1,0,0
0032_1029	醫院管理局總行政經理（病人安全及風險管理）何婉霞則表示，目前共97人須留院、7病人嚴重、沒有人危殆。	1	0,1	0,0,0,0,1,0,0
0032_1030	今日亦再多7名確診病人出院，至今出院人數累積至19人。	1	0,1	0,0,0,0,1,0,0
0032_1031	另外，醫管局亦宣佈今日通過發放津貼，以應對新型冠狀病毒的緊急應變特別津貼。	0	0,0	0,0,0,0,0,0,0
0032_1032	津貼金額是基本薪金的20%或500元，以價高者為準，可追溯至1月25日。	0	0,0	0,0,0,0,0,0,0
0032_1033	武漢肺炎肆虐本港，衞生署今日公佈5宗新增確診個案，令個案目前增至79宗。	1	1,0	0,2,0,0,0,0,0
0032_1034	而北角美輪大廈「福慧精舍」佛堂至昨日（23日）已涉及共4宗個案，今日再多兩宗確診個案，一名68歲女病人正在瑪麗醫院留醫，及一名57歲女病人由養和醫院轉介到律敦治醫院留醫。	0	0,0	0,0,0,0,0,0,0
0032_1035	衞生署舉行簡報會報告武漢肺炎最新情況。	1	1,0	0,2,0,0,0,0,0
0032_2000	香港新增4例確診新冠肺炎 佛堂疑爆群聚感染	1	1,0	0,0,0,2,0,0,0
0032_2001	香港衞生署衞生防護中心傳染病處主任張竹君23日指出，香港新增4宗確診個案，累計確診個案達74宗。	0	0,0	0,0,0,0,0,0,0
0032_2002	當中兩宗與北角「福慧精舍」佛堂有關，一宗來自「鑽石公主」號郵輪。	0	0,0	0,0,0,0,0,0,0
0032_2003	根據星島網，第72宗發生在聯合醫院，患者為一名62歲男病人，與太太及兒子居住在藍田興田邨彩田樓，任職相關大廈的保全人員，本月出現病徵，其後曾求診，本月20日經救護車入院。	1	0,1	0,0,0,0,1,0,0
0032_2004	他於本月10日曾參與公司飯局，於尖沙咀新港中心的煌府婚宴專門店舉行。	1	0,1	0,0,0,0,1,0,0
0032_2005	飯局有18人參與。	1	0,1	0,0,0,0,1,0,0
0032_2006	他於14日內無外遊，為本地個案。	1	0,1	0,0,0,0,1,0,0
0032_2007	第73宗及第74宗個案均與北角書局街1-25號美輪大廈内的「福慧精舍」佛堂有關。	0	0,0	0,0,0,0,0,0,0
0032_2008	第73宗個案為80歲女子，獨自居住在柴灣興華邨展興樓，曾出現咳及喉嚨病，曾到東區醫院急診室。	0	0,0	0,0,0,0,0,0,0
